index	SUBID_tissue	SUBJID
3433	GTEX-15FZZ_Esophagus	GTEX-15FZZ
3434	GTEX-15FZZ_Colon	GTEX-15FZZ
3435	GTEX-15FZZ_Nerve	GTEX-15FZZ
3436	GTEX-15G19_Blood	GTEX-15G19
3437	GTEX-15G19_Brain	GTEX-15G19
3438	GTEX-15G19_Skin	GTEX-15G19
3439	GTEX-15G19_Adipose_Tissue	GTEX-15G19
3440	GTEX-15G19_Nerve	GTEX-15G19
3441	GTEX-15G19_Muscle	GTEX-15G19
3442	GTEX-15G19_Thyroid	GTEX-15G19
3443	GTEX-15G19_Blood_Vessel	GTEX-15G19
3444	GTEX-15G19_Testis	GTEX-15G19
3445	GTEX-15G19_Stomach	GTEX-15G19
3446	GTEX-15G19_Breast	GTEX-15G19
3447	GTEX-15G19_Colon	GTEX-15G19
3448	GTEX-15G19_Pituitary	GTEX-15G19
3449	GTEX-15G1A_Blood	GTEX-15G1A
3450	GTEX-15G1A_Skin	GTEX-15G1A
3451	GTEX-15G1A_Thyroid	GTEX-15G1A
3452	GTEX-15G1A_Lung	GTEX-15G1A
3453	GTEX-15G1A_Esophagus	GTEX-15G1A
3454	GTEX-15G1A_Stomach	GTEX-15G1A
3455	GTEX-15G1A_Small_Intestine	GTEX-15G1A
3456	GTEX-15G1A_Colon	GTEX-15G1A
3457	GTEX-15G1A_Muscle	GTEX-15G1A
3458	GTEX-15G1A_Blood_Vessel	GTEX-15G1A
3459	GTEX-15RIE_Blood	GTEX-15RIE
3460	GTEX-15RIE_Skin	GTEX-15RIE
3461	GTEX-15RIE_Adipose_Tissue	GTEX-15RIE
3462	GTEX-15RIE_Lung	GTEX-15RIE
3463	GTEX-15RIE_Thyroid	GTEX-15RIE
3464	GTEX-15RIE_Esophagus	GTEX-15RIE
3465	GTEX-15RIE_Testis	GTEX-15RIE
3466	GTEX-15RIE_Stomach	GTEX-15RIE
3467	GTEX-15RIE_Heart	GTEX-15RIE
3468	GTEX-15RIE_Colon	GTEX-15RIE
3469	GTEX-15RIE_Muscle	GTEX-15RIE
3470	GTEX-15RIF_Blood	GTEX-15RIF
3471	GTEX-15RIF_Skin	GTEX-15RIF
3472	GTEX-15RIF_Blood_Vessel	GTEX-15RIF
3473	GTEX-15RIF_Thyroid	GTEX-15RIF
3474	GTEX-15RIF_Spleen	GTEX-15RIF
3475	GTEX-15RIF_Pancreas	GTEX-15RIF
3476	GTEX-15RIF_Esophagus	GTEX-15RIF
3477	GTEX-15RIF_Stomach	GTEX-15RIF
3478	GTEX-15RIF_Colon	GTEX-15RIF
3479	GTEX-15RIF_Prostate	GTEX-15RIF
3480	GTEX-15RIF_Testis	GTEX-15RIF
3481	GTEX-15RIF_Muscle	GTEX-15RIF
3482	GTEX-15RIG_Blood	GTEX-15RIG
3483	GTEX-15RIG_Skin	GTEX-15RIG
3484	GTEX-15RIG_Spleen	GTEX-15RIG
3485	GTEX-15RIG_Muscle	GTEX-15RIG
3486	GTEX-15RIG_Nerve	GTEX-15RIG
3500	GTEX-15RJE_Blood	GTEX-15RJE
3501	GTEX-15RJE_Skin	GTEX-15RJE
3502	GTEX-15RJE_Brain	GTEX-15RJE
3503	GTEX-15RJE_Blood_Vessel	GTEX-15RJE
3504	GTEX-15RJE_Heart	GTEX-15RJE
3505	GTEX-15RJE_Esophagus	GTEX-15RJE
3506	GTEX-15RJE_Lung	GTEX-15RJE
3507	GTEX-15RJE_Liver	GTEX-15RJE
3508	GTEX-15RJE_Thyroid	GTEX-15RJE
3509	GTEX-15RJE_Colon	GTEX-15RJE
3510	GTEX-15RJE_Breast	GTEX-15RJE
3511	GTEX-15RJE_Salivary_Gland	GTEX-15RJE
3512	GTEX-15SB6_Blood	GTEX-15SB6
3513	GTEX-15SB6_Skin	GTEX-15SB6
3514	GTEX-15SB6_Spleen	GTEX-15SB6
3515	GTEX-15SB6_Pancreas	GTEX-15SB6
3516	GTEX-15SB6_Lung	GTEX-15SB6
3517	GTEX-15SB6_Esophagus	GTEX-15SB6
3518	GTEX-15SB6_Colon	GTEX-15SB6
3519	GTEX-15SB6_Vagina	GTEX-15SB6
3520	GTEX-15SB6_Thyroid	GTEX-15SB6
3521	GTEX-15SB6_Muscle	GTEX-15SB6
3522	GTEX-15SDE_Blood	GTEX-15SDE
3523	GTEX-15SDE_Skin	GTEX-15SDE
3524	GTEX-15SDE_Spleen	GTEX-15SDE
3525	GTEX-15SDE_Esophagus	GTEX-15SDE
3526	GTEX-15SDE_Pancreas	GTEX-15SDE
3527	GTEX-15SDE_Ovary	GTEX-15SDE
3528	GTEX-15SDE_Vagina	GTEX-15SDE
3529	GTEX-15SDE_Heart	GTEX-15SDE
3530	GTEX-15SDE_Muscle	GTEX-15SDE
3531	GTEX-15SDE_Adipose_Tissue	GTEX-15SDE
3532	GTEX-15SDE_Blood_Vessel	GTEX-15SDE
3533	GTEX-15SHU_Skin	GTEX-15SHU
3534	GTEX-15SHU_Brain	GTEX-15SHU
3535	GTEX-15SHU_Muscle	GTEX-15SHU
3536	GTEX-15SHU_Thyroid	GTEX-15SHU
3537	GTEX-15SHU_Heart	GTEX-15SHU
3538	GTEX-15SHU_Blood_Vessel	GTEX-15SHU
3539	GTEX-15SHU_Esophagus	GTEX-15SHU
3540	GTEX-15SHU_Liver	GTEX-15SHU
3541	GTEX-15SHU_Adrenal_Gland	GTEX-15SHU
3542	GTEX-15SHU_Adipose_Tissue	GTEX-15SHU
3543	GTEX-15SHU_Colon	GTEX-15SHU
3544	GTEX-15SHU_Vagina	GTEX-15SHU
3545	GTEX-15SHV_Skin	GTEX-15SHV
3546	GTEX-15SHV_Spleen	GTEX-15SHV
3547	GTEX-15SHV_Lung	GTEX-15SHV
3548	GTEX-15SHV_Thyroid	GTEX-15SHV
3549	GTEX-15SHV_Heart	GTEX-15SHV
3550	GTEX-15SHV_Blood_Vessel	GTEX-15SHV
3551	GTEX-15SHV_Esophagus	GTEX-15SHV
3552	GTEX-15SHV_Pancreas	GTEX-15SHV
3553	GTEX-15SHV_Testis	GTEX-15SHV
3554	GTEX-15SHV_Salivary_Gland	GTEX-15SHV
3555	GTEX-15SHV_Muscle	GTEX-15SHV
3556	GTEX-15SHW_Skin	GTEX-15SHW
3557	GTEX-15SHW_Blood_Vessel	GTEX-15SHW
3558	GTEX-15SHW_Muscle	GTEX-15SHW
3559	GTEX-15SHW_Lung	GTEX-15SHW
3560	GTEX-15SHW_Heart	GTEX-15SHW
3561	GTEX-15SHW_Breast	GTEX-15SHW
3562	GTEX-15SHW_Esophagus	GTEX-15SHW
3563	GTEX-15SHW_Stomach	GTEX-15SHW
3572	GTEX-15SZO_Skin	GTEX-15SZO
3573	GTEX-15SZO_Liver	GTEX-15SZO
3586	GTEX-15UF7_Skin	GTEX-15UF7
3587	GTEX-15UF7_Breast	GTEX-15UF7
3588	GTEX-15UF7_Pancreas	GTEX-15UF7
3589	GTEX-15UF7_Esophagus	GTEX-15UF7
3590	GTEX-15UF7_Stomach	GTEX-15UF7
3591	GTEX-15UF7_Colon	GTEX-15UF7
3592	GTEX-15UF7_Heart	GTEX-15UF7
3593	GTEX-15UF7_Spleen	GTEX-15UF7
3594	GTEX-15UF7_Muscle	GTEX-15UF7
3595	GTEX-15UF7_Blood_Vessel	GTEX-15UF7
3596	GTEX-15UKP_Skin	GTEX-15UKP
3597	GTEX-15UKP_Nerve	GTEX-15UKP
3598	GTEX-15UKP_Muscle	GTEX-15UKP
3599	GTEX-15UKP_Adipose_Tissue	GTEX-15UKP
3600	GTEX-15UKP_Pancreas	GTEX-15UKP
3601	GTEX-15UKP_Lung	GTEX-15UKP
3602	GTEX-15UKP_Esophagus	GTEX-15UKP
3603	GTEX-169BO_Skin	GTEX-169BO
3604	GTEX-169BO_Spleen	GTEX-169BO
3605	GTEX-169BO_Lung	GTEX-169BO
3606	GTEX-169BO_Thyroid	GTEX-169BO
3607	GTEX-169BO_Adipose_Tissue	GTEX-169BO
3608	GTEX-169BO_Esophagus	GTEX-169BO
3609	GTEX-169BO_Breast	GTEX-169BO
3610	GTEX-169BO_Muscle	GTEX-169BO
3611	GTEX-169BO_Nerve	GTEX-169BO
3612	GTEX-16A39_Skin	GTEX-16A39
3613	GTEX-16A39_Uterus	GTEX-16A39
3614	GTEX-16A39_Esophagus	GTEX-16A39
3615	GTEX-16A39_Small_Intestine	GTEX-16A39
3616	GTEX-16AAH_Blood	GTEX-16AAH
3617	GTEX-16AAH_Skin	GTEX-16AAH
3618	GTEX-16AAH_Adrenal_Gland	GTEX-16AAH
3619	GTEX-16AAH_Thyroid	GTEX-16AAH
3620	GTEX-16AAH_Lung	GTEX-16AAH
3621	GTEX-16AAH_Esophagus	GTEX-16AAH
3622	GTEX-16AAH_Stomach	GTEX-16AAH
3623	GTEX-16AAH_Colon	GTEX-16AAH
3624	GTEX-16AAH_Small_Intestine	GTEX-16AAH
3625	GTEX-16AAH_Adipose_Tissue	GTEX-16AAH
3626	GTEX-16AAH_Testis	GTEX-16AAH
3627	GTEX-16AAH_Muscle	GTEX-16AAH
3628	GTEX-16AAH_Blood_Vessel	GTEX-16AAH
3629	GTEX-16AAH_Nerve	GTEX-16AAH
3630	GTEX-16BQI_Blood	GTEX-16BQI
3631	GTEX-16BQI_Skin	GTEX-16BQI
3632	GTEX-16BQI_Muscle	GTEX-16BQI
3633	GTEX-16BQI_Adipose_Tissue	GTEX-16BQI
3634	GTEX-16BQI_Nerve	GTEX-16BQI
3635	GTEX-16BQI_Thyroid	GTEX-16BQI
3636	GTEX-16BQI_Heart	GTEX-16BQI
3637	GTEX-16BQI_Breast	GTEX-16BQI
3638	GTEX-16BQI_Esophagus	GTEX-16BQI
3639	GTEX-16BQI_Colon	GTEX-16BQI
3640	GTEX-16GPK_Skin	GTEX-16GPK
3641	GTEX-16GPK_Brain	GTEX-16GPK
3642	GTEX-16GPK_Adipose_Tissue	GTEX-16GPK
3643	GTEX-16GPK_Nerve	GTEX-16GPK
3644	GTEX-16GPK_Blood_Vessel	GTEX-16GPK
3645	GTEX-16GPK_Muscle	GTEX-16GPK
3646	GTEX-16GPK_Thyroid	GTEX-16GPK
3647	GTEX-16GPK_Heart	GTEX-16GPK
3648	GTEX-16GPK_Esophagus	GTEX-16GPK
3649	GTEX-16GPK_Lung	GTEX-16GPK
3650	GTEX-16GPK_Prostate	GTEX-16GPK
3651	GTEX-16GPK_Pituitary	GTEX-16GPK
3652	GTEX-16MT8_Blood	GTEX-16MT8
3653	GTEX-16MT8_Skin	GTEX-16MT8
3654	GTEX-16MT8_Blood_Vessel	GTEX-16MT8
3655	GTEX-16MT8_Muscle	GTEX-16MT8
3656	GTEX-16MT8_Adipose_Tissue	GTEX-16MT8
3657	GTEX-16MT8_Thyroid	GTEX-16MT8
3658	GTEX-16MT8_Heart	GTEX-16MT8
3659	GTEX-16MT8_Lung	GTEX-16MT8
3660	GTEX-16MT8_Esophagus	GTEX-16MT8
3661	GTEX-16MT8_Adrenal_Gland	GTEX-16MT8
3662	GTEX-16MT8_Pancreas	GTEX-16MT8
3663	GTEX-16MT8_Spleen	GTEX-16MT8
3664	GTEX-16MT8_Ovary	GTEX-16MT8
3665	GTEX-16MT8_Colon	GTEX-16MT8
3666	GTEX-16MT9_Blood	GTEX-16MT9
3667	GTEX-16MT9_Skin	GTEX-16MT9
3668	GTEX-16MT9_Nerve	GTEX-16MT9
3669	GTEX-16MT9_Spleen	GTEX-16MT9
3670	GTEX-16MTA_Blood	GTEX-16MTA
3671	GTEX-16MTA_Skin	GTEX-16MTA
3672	GTEX-16MTA_Thyroid	GTEX-16MTA
3673	GTEX-16MTA_Esophagus	GTEX-16MTA
3674	GTEX-16MTA_Testis	GTEX-16MTA
3675	GTEX-16MTA_Lung	GTEX-16MTA
3676	GTEX-16MTA_Adipose_Tissue	GTEX-16MTA
3677	GTEX-16MTA_Prostate	GTEX-16MTA
3678	GTEX-16MTA_Small_Intestine	GTEX-16MTA
3679	GTEX-16MTA_Colon	GTEX-16MTA
3680	GTEX-16MTA_Blood_Vessel	GTEX-16MTA
3681	GTEX-16MTA_Muscle	GTEX-16MTA
3699	GTEX-16NPV_Blood	GTEX-16NPV
3700	GTEX-16NPV_Skin	GTEX-16NPV
3701	GTEX-16NPV_Brain	GTEX-16NPV
3702	GTEX-16NPV_Blood_Vessel	GTEX-16NPV
3703	GTEX-16NPV_Adipose_Tissue	GTEX-16NPV
3704	GTEX-16NPV_Esophagus	GTEX-16NPV
3705	GTEX-16NPV_Muscle	GTEX-16NPV
3706	GTEX-16NPV_Vagina	GTEX-16NPV
3707	GTEX-16NPV_Colon	GTEX-16NPV
3708	GTEX-16NPV_Pituitary	GTEX-16NPV
3709	GTEX-16NPX_Blood	GTEX-16NPX
3710	GTEX-16NPX_Skin	GTEX-16NPX
3711	GTEX-16NPX_Adipose_Tissue	GTEX-16NPX
3712	GTEX-16NPX_Nerve	GTEX-16NPX
3713	GTEX-16NPX_Muscle	GTEX-16NPX
3714	GTEX-16NPX_Heart	GTEX-16NPX
3715	GTEX-16NPX_Thyroid	GTEX-16NPX
3716	GTEX-16NPX_Esophagus	GTEX-16NPX
3742	GTEX-16YQH_Blood	GTEX-16YQH
3743	GTEX-16YQH_Skin	GTEX-16YQH
3744	GTEX-16YQH_Brain	GTEX-16YQH
3745	GTEX-16YQH_Adipose_Tissue	GTEX-16YQH
3746	GTEX-16YQH_Thyroid	GTEX-16YQH
3747	GTEX-16YQH_Muscle	GTEX-16YQH
3748	GTEX-16YQH_Nerve	GTEX-16YQH
3749	GTEX-16YQH_Blood_Vessel	GTEX-16YQH
3750	GTEX-16YQH_Heart	GTEX-16YQH
3751	GTEX-16YQH_Testis	GTEX-16YQH
3752	GTEX-16YQH_Prostate	GTEX-16YQH
3753	GTEX-16YQH_Breast	GTEX-16YQH
3754	GTEX-16YQH_Pituitary	GTEX-16YQH
3755	GTEX-16Z82_Blood	GTEX-16Z82
3756	GTEX-16Z82_Skin	GTEX-16Z82
3757	GTEX-16Z82_Brain	GTEX-16Z82
3758	GTEX-16Z82_Muscle	GTEX-16Z82
3759	GTEX-16Z82_Thyroid	GTEX-16Z82
3760	GTEX-16Z82_Lung	GTEX-16Z82
3761	GTEX-16Z82_Pancreas	GTEX-16Z82
3762	GTEX-16Z82_Esophagus	GTEX-16Z82
3763	GTEX-16Z82_Colon	GTEX-16Z82
3764	GTEX-16Z82_Testis	GTEX-16Z82
3765	GTEX-16Z82_Pituitary	GTEX-16Z82
3766	GTEX-178AV_Blood	GTEX-178AV
3767	GTEX-178AV_Skin	GTEX-178AV
3768	GTEX-178AV_Pancreas	GTEX-178AV
3769	GTEX-178AV_Lung	GTEX-178AV
3770	GTEX-178AV_Prostate	GTEX-178AV
3771	GTEX-178AV_Esophagus	GTEX-178AV
3772	GTEX-178AV_Adipose_Tissue	GTEX-178AV
3773	GTEX-178AV_Thyroid	GTEX-178AV
3774	GTEX-178AV_Colon	GTEX-178AV
3775	GTEX-178AV_Salivary_Gland	GTEX-178AV
3776	GTEX-178AV_Nerve	GTEX-178AV
3777	GTEX-178AV_Blood_Vessel	GTEX-178AV
3778	GTEX-17EUY_Blood	GTEX-17EUY
3779	GTEX-17EUY_Skin	GTEX-17EUY
3780	GTEX-17EUY_Nerve	GTEX-17EUY
3781	GTEX-17EUY_Blood_Vessel	GTEX-17EUY
3782	GTEX-17EUY_Adipose_Tissue	GTEX-17EUY
3783	GTEX-17EUY_Muscle	GTEX-17EUY
3784	GTEX-17EUY_Esophagus	GTEX-17EUY
3785	GTEX-17EUY_Stomach	GTEX-17EUY
3786	GTEX-17EUY_Colon	GTEX-17EUY
3787	GTEX-17EUY_Breast	GTEX-17EUY
3788	GTEX-17EUY_Prostate	GTEX-17EUY
3789	GTEX-17EVP_Blood	GTEX-17EVP
3790	GTEX-17EVP_Skin	GTEX-17EVP
3791	GTEX-17EVP_Brain	GTEX-17EVP
3792	GTEX-17EVP_Thyroid	GTEX-17EVP
3793	GTEX-17EVP_Breast	GTEX-17EVP
3794	GTEX-17EVP_Adipose_Tissue	GTEX-17EVP
3795	GTEX-17EVP_Heart	GTEX-17EVP
3796	GTEX-17EVP_Lung	GTEX-17EVP
3797	GTEX-17EVP_Blood_Vessel	GTEX-17EVP
3798	GTEX-17EVP_Liver	GTEX-17EVP
3799	GTEX-17EVP_Nerve	GTEX-17EVP
3800	GTEX-17EVP_Muscle	GTEX-17EVP
3801	GTEX-17EVP_Testis	GTEX-17EVP
3802	GTEX-17EVP_Pituitary	GTEX-17EVP
3803	GTEX-17EVQ_Blood	GTEX-17EVQ
3804	GTEX-17EVQ_Skin	GTEX-17EVQ
3805	GTEX-17EVQ_Brain	GTEX-17EVQ
3806	GTEX-17EVQ_Breast	GTEX-17EVQ
3807	GTEX-17EVQ_Thyroid	GTEX-17EVQ
3808	GTEX-17EVQ_Adipose_Tissue	GTEX-17EVQ
3809	GTEX-17EVQ_Nerve	GTEX-17EVQ
3810	GTEX-17EVQ_Blood_Vessel	GTEX-17EVQ
3811	GTEX-17EVQ_Muscle	GTEX-17EVQ
3812	GTEX-17EVQ_Lung	GTEX-17EVQ
3813	GTEX-17EVQ_Esophagus	GTEX-17EVQ
3814	GTEX-17EVQ_Colon	GTEX-17EVQ
3815	GTEX-17EVQ_Pituitary	GTEX-17EVQ
3829	GTEX-17F97_Skin	GTEX-17F97
3830	GTEX-17F97_Brain	GTEX-17F97
3831	GTEX-17F97_Nerve	GTEX-17F97
3832	GTEX-17F97_Blood_Vessel	GTEX-17F97
3833	GTEX-17F97_Adipose_Tissue	GTEX-17F97
3834	GTEX-17F97_Muscle	GTEX-17F97
3835	GTEX-17F97_Thyroid	GTEX-17F97
3836	GTEX-17F97_Esophagus	GTEX-17F97
3837	GTEX-17F97_Spleen	GTEX-17F97
3838	GTEX-17F97_Breast	GTEX-17F97
3851	GTEX-17F9E_Skin	GTEX-17F9E
3852	GTEX-17F9E_Muscle	GTEX-17F9E
3853	GTEX-17F9E_Nerve	GTEX-17F9E
3854	GTEX-17F9E_Blood_Vessel	GTEX-17F9E
3855	GTEX-17F9E_Thyroid	GTEX-17F9E
3856	GTEX-17F9E_Heart	GTEX-17F9E
3857	GTEX-17F9E_Esophagus	GTEX-17F9E
3858	GTEX-17F9E_Spleen	GTEX-17F9E
3859	GTEX-17F9E_Adipose_Tissue	GTEX-17F9E
3860	GTEX-17F9E_Pancreas	GTEX-17F9E
3861	GTEX-17F9E_Testis	GTEX-17F9E
3862	GTEX-17F9E_Colon	GTEX-17F9E
3863	GTEX-17F9E_Stomach	GTEX-17F9E
3864	GTEX-17F9E_Breast	GTEX-17F9E
3865	GTEX-17F9Y_Skin	GTEX-17F9Y
3866	GTEX-17F9Y_Adipose_Tissue	GTEX-17F9Y
3867	GTEX-17F9Y_Thyroid	GTEX-17F9Y
3868	GTEX-17F9Y_Blood_Vessel	GTEX-17F9Y
3869	GTEX-17F9Y_Nerve	GTEX-17F9Y
3870	GTEX-17F9Y_Lung	GTEX-17F9Y
3871	GTEX-17F9Y_Heart	GTEX-17F9Y
3872	GTEX-17F9Y_Esophagus	GTEX-17F9Y
3873	GTEX-17F9Y_Vagina	GTEX-17F9Y
3874	GTEX-17F9Y_Colon	GTEX-17F9Y
3875	GTEX-17GQL_Blood	GTEX-17GQL
3876	GTEX-17GQL_Spleen	GTEX-17GQL
3877	GTEX-17GQL_Thyroid	GTEX-17GQL
3878	GTEX-17GQL_Breast	GTEX-17GQL
3879	GTEX-17GQL_Blood_Vessel	GTEX-17GQL
3880	GTEX-17GQL_Heart	GTEX-17GQL
3881	GTEX-17GQL_Lung	GTEX-17GQL
3882	GTEX-17GQL_Adipose_Tissue	GTEX-17GQL
3883	GTEX-17GQL_Stomach	GTEX-17GQL
3884	GTEX-17GQL_Colon	GTEX-17GQL
3885	GTEX-17GQL_Testis	GTEX-17GQL
3886	GTEX-17GQL_Muscle	GTEX-17GQL
3887	GTEX-17GQL_Skin	GTEX-17GQL
3888	GTEX-17HG3_Blood	GTEX-17HG3
3889	GTEX-17HG3_Skin	GTEX-17HG3
3890	GTEX-17HG3_Brain	GTEX-17HG3
3891	GTEX-17HG3_Breast	GTEX-17HG3
3892	GTEX-17HG3_Thyroid	GTEX-17HG3
3893	GTEX-17HG3_Lung	GTEX-17HG3
3894	GTEX-17HG3_Colon	GTEX-17HG3
3895	GTEX-17HG3_Adipose_Tissue	GTEX-17HG3
3896	GTEX-17HG3_Nerve	GTEX-17HG3
3897	GTEX-17HG3_Muscle	GTEX-17HG3
3898	GTEX-17HG3_Pituitary	GTEX-17HG3
3899	GTEX-17HGU_Blood	GTEX-17HGU
3900	GTEX-17HGU_Skin	GTEX-17HGU
3901	GTEX-17HGU_Adrenal_Gland	GTEX-17HGU
3902	GTEX-17HGU_Adipose_Tissue	GTEX-17HGU
3903	GTEX-17HGU_Nerve	GTEX-17HGU
3904	GTEX-17HGU_Blood_Vessel	GTEX-17HGU
3905	GTEX-17HGU_Muscle	GTEX-17HGU
3906	GTEX-17HGU_Testis	GTEX-17HGU
3907	GTEX-17HGU_Thyroid	GTEX-17HGU
3908	GTEX-17HGU_Lung	GTEX-17HGU
3909	GTEX-17HGU_Heart	GTEX-17HGU
3910	GTEX-17HGU_Breast	GTEX-17HGU
3911	GTEX-17HGU_Esophagus	GTEX-17HGU
3912	GTEX-17HGU_Liver	GTEX-17HGU
3913	GTEX-17HGU_Pancreas	GTEX-17HGU
3914	GTEX-17HGU_Stomach	GTEX-17HGU
3915	GTEX-17HGU_Prostate	GTEX-17HGU
3916	GTEX-17HGU_Colon	GTEX-17HGU
3917	GTEX-17HHE_Blood	GTEX-17HHE
3918	GTEX-17HHE_Skin	GTEX-17HHE
3919	GTEX-17HHE_Liver	GTEX-17HHE
3920	GTEX-17HHE_Adrenal_Gland	GTEX-17HHE
3921	GTEX-17HHE_Spleen	GTEX-17HHE
3922	GTEX-17HHE_Thyroid	GTEX-17HHE
3923	GTEX-17HHE_Pancreas	GTEX-17HHE
3924	GTEX-17HHE_Lung	GTEX-17HHE
3925	GTEX-17HHE_Esophagus	GTEX-17HHE
3926	GTEX-17HHE_Stomach	GTEX-17HHE
3927	GTEX-17HHE_Prostate	GTEX-17HHE
3928	GTEX-17HHE_Testis	GTEX-17HHE
3929	GTEX-17HHE_Breast	GTEX-17HHE
3930	GTEX-17HHE_Adipose_Tissue	GTEX-17HHE
3931	GTEX-17HHE_Colon	GTEX-17HHE
3932	GTEX-17HHE_Small_Intestine	GTEX-17HHE
3933	GTEX-17HHE_Muscle	GTEX-17HHE
3934	GTEX-17HHE_Nerve	GTEX-17HHE
3935	GTEX-17HHE_Blood_Vessel	GTEX-17HHE
3936	GTEX-17HHY_Blood	GTEX-17HHY
3937	GTEX-17HHY_Skin	GTEX-17HHY
3938	GTEX-17HHY_Brain	GTEX-17HHY
3939	GTEX-17HHY_Adipose_Tissue	GTEX-17HHY
3940	GTEX-17HHY_Muscle	GTEX-17HHY
3941	GTEX-17HHY_Blood_Vessel	GTEX-17HHY
3942	GTEX-17HHY_Nerve	GTEX-17HHY
3943	GTEX-17HHY_Testis	GTEX-17HHY
3944	GTEX-17HHY_Thyroid	GTEX-17HHY
3945	GTEX-17HHY_Breast	GTEX-17HHY
3946	GTEX-17HHY_Heart	GTEX-17HHY
3947	GTEX-17HHY_Esophagus	GTEX-17HHY
3948	GTEX-17HHY_Adrenal_Gland	GTEX-17HHY
3949	GTEX-17HHY_Prostate	GTEX-17HHY
3950	GTEX-17HHY_Pituitary	GTEX-17HHY
3951	GTEX-17HII_Blood	GTEX-17HII
3952	GTEX-17HII_Skin	GTEX-17HII
3953	GTEX-17HII_Brain	GTEX-17HII
3954	GTEX-17HII_Testis	GTEX-17HII
3955	GTEX-17HII_Adipose_Tissue	GTEX-17HII
3956	GTEX-17HII_Muscle	GTEX-17HII
3957	GTEX-17HII_Nerve	GTEX-17HII
3958	GTEX-17HII_Blood_Vessel	GTEX-17HII
3959	GTEX-17HII_Lung	GTEX-17HII
3960	GTEX-17HII_Liver	GTEX-17HII
3961	GTEX-17HII_Heart	GTEX-17HII
3962	GTEX-17HII_Esophagus	GTEX-17HII
3963	GTEX-17HII_Thyroid	GTEX-17HII
3964	GTEX-17HII_Stomach	GTEX-17HII
3965	GTEX-17HII_Prostate	GTEX-17HII
3966	GTEX-17HII_Colon	GTEX-17HII
3967	GTEX-17HII_Pituitary	GTEX-17HII
3968	GTEX-17JCI_Blood	GTEX-17JCI
3969	GTEX-17JCI_Skin	GTEX-17JCI
3970	GTEX-17JCI_Brain	GTEX-17JCI
3971	GTEX-17JCI_Muscle	GTEX-17JCI
3972	GTEX-17JCI_Nerve	GTEX-17JCI
3973	GTEX-17JCI_Thyroid	GTEX-17JCI
3974	GTEX-17JCI_Breast	GTEX-17JCI
3975	GTEX-17JCI_Heart	GTEX-17JCI
3976	GTEX-17JCI_Esophagus	GTEX-17JCI
3977	GTEX-17JCI_Lung	GTEX-17JCI
3978	GTEX-17JCI_Adipose_Tissue	GTEX-17JCI
3979	GTEX-17JCI_Stomach	GTEX-17JCI
3980	GTEX-17JCI_Ovary	GTEX-17JCI
3981	GTEX-17JCI_Vagina	GTEX-17JCI
3982	GTEX-17JCI_Colon	GTEX-17JCI
4000	GTEX-17MF6_Skin	GTEX-17MF6
4001	GTEX-17MF6_Brain	GTEX-17MF6
4002	GTEX-17MF6_Adipose_Tissue	GTEX-17MF6
4003	GTEX-17MF6_Breast	GTEX-17MF6
4004	GTEX-17MF6_Nerve	GTEX-17MF6
4005	GTEX-17MF6_Blood_Vessel	GTEX-17MF6
4006	GTEX-17MF6_Thyroid	GTEX-17MF6
4007	GTEX-17MF6_Heart	GTEX-17MF6
4008	GTEX-17MF6_Lung	GTEX-17MF6
4009	GTEX-17MF6_Liver	GTEX-17MF6
4010	GTEX-17MF6_Pancreas	GTEX-17MF6
4011	GTEX-17MF6_Esophagus	GTEX-17MF6
4012	GTEX-17MF6_Muscle	GTEX-17MF6
4013	GTEX-17MF6_Stomach	GTEX-17MF6
4014	GTEX-17MF6_Colon	GTEX-17MF6
4015	GTEX-17MF6_Testis	GTEX-17MF6
4016	GTEX-17MFQ_Blood	GTEX-17MFQ
4017	GTEX-17MFQ_Skin	GTEX-17MFQ
4018	GTEX-17MFQ_Esophagus	GTEX-17MFQ
4019	GTEX-17MFQ_Testis	GTEX-17MFQ
4020	GTEX-17MFQ_Breast	GTEX-17MFQ
4021	GTEX-17MFQ_Small_Intestine	GTEX-17MFQ
4022	GTEX-17MFQ_Adipose_Tissue	GTEX-17MFQ
4023	GTEX-17MFQ_Colon	GTEX-17MFQ
4024	GTEX-17MFQ_Prostate	GTEX-17MFQ
4025	GTEX-17MFQ_Salivary_Gland	GTEX-17MFQ
4026	GTEX-17MFQ_Muscle	GTEX-17MFQ
4027	GTEX-17MFQ_Blood_Vessel	GTEX-17MFQ
4028	GTEX-183FY_Blood	GTEX-183FY
4029	GTEX-183FY_Skin	GTEX-183FY
4030	GTEX-183FY_Muscle	GTEX-183FY
4031	GTEX-183FY_Adipose_Tissue	GTEX-183FY
4032	GTEX-183FY_Nerve	GTEX-183FY
4033	GTEX-183FY_Blood_Vessel	GTEX-183FY
4034	GTEX-183FY_Thyroid	GTEX-183FY
4035	GTEX-183FY_Lung	GTEX-183FY
4036	GTEX-183FY_Breast	GTEX-183FY
4037	GTEX-183FY_Esophagus	GTEX-183FY
4038	GTEX-183FY_Colon	GTEX-183FY
4039	GTEX-183FY_Small_Intestine	GTEX-183FY
4040	GTEX-183FY_Testis	GTEX-183FY
4054	GTEX-18464_Brain	GTEX-18464
4055	GTEX-18465_Blood	GTEX-18465
4056	GTEX-18465_Skin	GTEX-18465
4057	GTEX-18465_Brain	GTEX-18465
